SENTENCE;LAW
kesinleştikten sonra Cumhuriyet savcılığınca yapılan tebligata rağmen otuz gün içinde seçenek tedbirin gereklerinin yerine getirilmesine başlanmaması veya başlanıp da devam edilmemesi halinde , infaz hakimliği kısa süreli hapis cezasının tamamen veya kısmen infazına karar verir ve bu karar derhal infaz edilir .;TÜRK CEZA KANUNU
durumda , beşinci fıkra hükmü uygulanmaz .;TÜRK CEZA KANUNU
seçenek tedbirin hükümlünün elinde olmayan nedenlerle yerine getirilememesi durumunda , infaz hakimliğince tedbir değiştirilir .;TÜRK CEZA KANUNU
suçtan dolayı iki yıl veya daha az süreyle hapis cezasına mahkûm edilen kişinin cezası ertelenebilir .;TÜRK CEZA KANUNU
sürenin üst sınırı , fiili işlediği sırada onsekiz yaşını doldurmamış veya altmışbeş yaşını bitirmiş olan kişiler bakımından üç yıldır .;TÜRK CEZA KANUNU
"erteleme kararının verilebilmesi için kişinin ; Daha önce kasıtlı bir suçtan dolayı üç aydan fazla hapis cezasına mahkûm edilmemiş olması , Suçu işledikten sonra yargılama sürecinde gösterdiği pişmanlık dolayısıyla tekrar suç işlemeyeceği konusunda mahkemede bir kanaatin oluşması , Gerekir .";TÜRK CEZA KANUNU
ertelenmesi , mağdurun veya kamunun uğradığı zararın aynen iade , suçtan önceki hale getirme veya tazmin suretiyle tamamen giderilmesi koşuluna bağlı tutulabilir .;TÜRK CEZA KANUNU
durumda , koşul gerçekleşinceye kadar cezanın infaz kurumunda çektirilmesine devam edilir .;TÜRK CEZA KANUNU
yerine getirilmesi halinde , infaz hakimi kararıyla hükümlü infaz kurumundan derhal salıverilir .;TÜRK CEZA KANUNU
ertelenen hükümlü hakkında , bir yıldan az , üç yıldan fazla olmamak üzere , bir denetim süresi belirlenir .;TÜRK CEZA KANUNU
sürenin alt sınırı , mahkûm olunan ceza süresinden az olamaz .;TÜRK CEZA KANUNU
"süresi içinde ; Bir meslek veya sanat sahibi olmayan hükümlünün , bu amaçla bir eğitim programına devam etmesine , Bir meslek veya sanat sahibi hükümlünün , bir kamu kurumunda veya özel olarak aynı meslek veya sanatı icra eden bir başkasının gözetimi altında ücret karşılığında çalıştırılmasına , Onsekiz yaşından küçük olan hükümlülerin , bir meslek veya sanat edinmelerini sağlamak amacıyla , gerektiğinde barınma imkanı da bulunan bir eğitim kurumuna devam etmesine , Mahkemece karar verilebilir .";TÜRK CEZA KANUNU
denetim süresi içinde hükümlüye rehberlik edecek bir uzman kişiyi görevlendirebilir .;TÜRK CEZA KANUNU
"kişi , kötü alışkanlıklardan kurtulmasını ve sorumluluk bilinciyle iyi bir hayat sürmesini temin hususunda hükümlüye öğütte bulunur ; eğitim gördüğü kurum yetkilileri veya nezdinde çalıştığı kişilerle görüşerek , istişarelerde bulunur ; hükümlünün davranışları , sosyal uyumu ve sorumluluk bilincindeki gelişme hakkında üçer aylık sürelerle rapor düzenleyerek infaz hakimine verir .";TÜRK CEZA KANUNU
hükümlünün kişiliğini ve sosyal durumunu göz önünde bulundurarak , denetim süresinin herhangi bir yükümlülük belirlemeden veya uzman kişi görevlendirmeden geçirilmesine de karar verebilir .;TÜRK CEZA KANUNU
"Hükümlünün denetim süresi içinde kasıtlı bir suç işlemesi veya kendisine yüklenen yükümlülüklere , infaz hakiminin uyarısına rağmen , uymamakta ısrar etmesi halinde ; ertelenen cezanın kısmen veya tamamen infaz kurumunda çektirilmesine infaz hakimliğince karar verilir .";TÜRK CEZA KANUNU
süresi yükümlülüklere uygun veya iyi halli olarak geçirildiği takdirde , ceza infaz edilmiş sayılır .;TÜRK CEZA KANUNU
para cezası , beş günden az ve kanunda aksine hüküm bulunmayan hallerde yediyüzotuz günden fazla olmamak üzere belirlenen tam gün sayısının , bir gün karşılığı olarak takdir edilen miktar ile çarpılması suretiyle hesaplanan meblağın hükümlü tarafından Devlet Hazinesine ödenmesinden ibarettir .;TÜRK CEZA KANUNU
az yirmi ve en fazla yüz Türk Lirası olan bir gün karşılığı adli para cezasının miktarı , kişinin ekonomik ve diğer şahsi halleri göz önünde bulundurularak takdir edilir .;TÜRK CEZA KANUNU
adli para cezasının belirlenmesinde esas alınan tam gün sayısı ile bir gün karşılığı olarak takdir edilen miktar ayrı ayrı gösterilir .;TÜRK CEZA KANUNU
ekonomik ve şahsi hallerini göz önünde bulundurarak , kişiye adli para cezasını ödemesi için hükmün kesinleşme tarihinden itibaren bir yıldan fazla olmamak üzere mehil verebileceği gibi , bu cezanın belirli taksitler halinde ödenmesine de karar verebilir .;TÜRK CEZA KANUNU
süresi iki yılı geçemez ve taksit miktarı dörtten az olamaz .;TÜRK CEZA KANUNU
taksitlerden birinin zamanında ödenmemesi halinde geri kalan kısmın tamamının tahsil edileceği ve ödenmeyen adli para cezasının hapse çevrileceği belirtilir .;TÜRK CEZA KANUNU
"kasten işlemiş olduğu suçtan dolayı hapis cezasına mahkûmiyetin kanuni sonucu olarak ; Sürekli , süreli veya geçici bir kamu görevinin üstlenilmesinden ; bu kapsamda , Türkiye Büyük Millet Meclisi üyeliğinden veya Devlet , il , belediye , köy veya bunların denetim ve gözetimi altında bulunan kurum ve kuruluşlarca verilen , atamaya veya seçime tabi bütün memuriyet ve hizmetlerde istihdam edilmekten , Seçme ve seçilme ehliyetinden ‚Ä¶ , Velayet hakkından ; vesayet veya kayyımlığa ait bir hizmette bulunmaktan , Vakıf , dernek , sendika , şirket , kooperatif ve siyasi parti tüzel kişiliklerinin yöneticisi veya denetçisi olmaktan , Bir kamu kurumunun veya kamu kurumu niteliğindeki meslek kuruluşunun iznine tabi bir meslek veya sanatı , kendi sorumluluğu altında serbest meslek erbabı veya tacir olarak icra etmekten , Yoksun bırakılır .";TÜRK CEZA KANUNU
işlemiş bulunduğu suç dolayısıyla mahkûm olduğu hapis cezasının infazı tamamlanıncaya kadar bu hakları kullanamaz .;TÜRK CEZA KANUNU
Mahkûm olduğu hapis cezası ertelenen veya denetimli serbestlik tedbiri uygulanarak cezası infaz edilen ya da koşullu salıverilen hükümlünün kendi altsoyu üzerindeki velayet , vesayet ve kayyımlık yetkileri açısından yukarıdaki fıkralar hükümleri uygulanmaz .;TÜRK CEZA KANUNU
olduğu hapis cezası ertelenen veya denetimli serbestlik tedbiri uygulanarak cezası infaz edilen ya da koşullu salıverilen hükümlü hakkında birinci fıkranın bendinde söz konusu edilen hak yoksunluğunun uygulanmamasına karar verilebilir .;TÜRK CEZA KANUNU
süreli hapis cezası ertelenmiş veya fiili işlediği sırada onsekiz yaşını doldurmamış olan kişiler hakkında birinci fıkra hükmü uygulanmaz .;TÜRK CEZA KANUNU
fıkrada sayılan hak ve yetkilerden birinin kötüye kullanılması suretiyle işlenen suçlar dolayısıyla hapis cezasına mahkûmiyet halinde , ayrıca , cezanın infazından sonra işlemek üzere , hükmolunan cezanın yarısından bir katına kadar bu hak ve yetkinin kullanılmasının yasaklanmasına karar verilir .;TÜRK CEZA KANUNU
hak ve yetkilerden birinin kötüye kullanılması suretiyle işlenen suçlar dolayısıyla sadece adli para cezasına mahkûmiyet halinde , hükümde belirtilen gün sayısının yarısından bir katına kadar bu hak ve yetkinin kullanılmasının yasaklanmasına karar verilir .;TÜRK CEZA KANUNU
kesinleşmesiyle icraya konan yasaklama ile ilgili süre , adli para cezasının tamamen infazından itibaren işlemeye başlar .;TÜRK CEZA KANUNU
bir meslek veya sanatın ya da trafik düzeninin gerektirdiği dikkat ve özen yükümlülüğüne aykırılık dolayısıyla işlenen taksirli suçtan mahkûmiyet halinde , üç aydan az ve üç yıldan fazla olmamak üzere , bu meslek veya sanatın icrasının yasaklanmasına ya da sürücü belgesinin geri alınmasına karar verilebilir .;TÜRK CEZA KANUNU
ve geri alma hükmün kesinleşmesiyle yürürlüğe girer ve süre , cezanın tümüyle infazından itibaren işlemeye başlar .;TÜRK CEZA KANUNU
üçüncü kişilere ait olmamak koşuluyla , kasıtlı bir suçun işlenmesinde kullanılan veya suçun işlenmesine tahsis edilen ya da suçtan meydana gelen eşyanın müsaderesine hükmolunur .;TÜRK CEZA KANUNU
işlenmesinde kullanılmak üzere hazırlanan eşya , kamu güvenliği , kamu sağlığı veya genel ahlak açısından tehlikeli olması durumunda müsadere edilir .;TÜRK CEZA KANUNU
üzerinde iyiniyetli üçüncü kişiler lehine tesis edilmiş sınırlı ayni hakkın bulunması halinde müsadere kararı , bu hak saklı kalmak şartıyla verilir .;TÜRK CEZA KANUNU
"fıkra kapsamına giren eşyanın , ortadan kaldırılması , elden çıkarılması , tüketilmesi veya müsaderesinin başka bir surette imkansız kılınması halinde ; bu eşyanın değeri kadar para tutarının müsaderesine karar verilir .";TÜRK CEZA KANUNU
kullanılan eşyanın müsadere edilmesinin işlenen suça nazaran daha ağır sonuçlar doğuracağı ve bu nedenle hakkaniyete aykırı olacağı anlaşıldığında , müsaderesine hükmedilmeyebilir .;TÜRK CEZA KANUNU
bulundurulması , kullanılması , taşınması , alım ve satımı suç oluşturan eşya , müsadere edilir .;TÜRK CEZA KANUNU
şeyin sadece bazı kısımlarının müsaderesi gerektiğinde , tümüne zarar verilmeksizin bu kısmı ayırmak olanaklı ise , sadece bu kısmın müsaderesine karar verilir .;TÜRK CEZA KANUNU
fazla kişinin paydaş olduğu eşya ile ilgili olarak , sadece suça iştirak eden kişinin payının müsaderesine hükmolunur .;TÜRK CEZA KANUNU
işlenmesi ile elde edilen veya suçun konusunu oluşturan ya da suçun işlenmesi için sağlanan maddi menfaatler ile bunların değerlendirilmesi veya dönüştürülmesi sonucu ortaya çıkan ekonomik kazançların müsaderesine karar verilir .;TÜRK CEZA KANUNU
fıkra hükmüne göre müsadere kararı verilebilmesi için maddi menfaatin suçun mağduruna iade edilememesi gerekir .;TÜRK CEZA KANUNU
Müsadere konusu eşya veya maddi menfaatlere elkonulamadığı veya bunların merciine teslim edilmediği hallerde , bunların karşılığını oluşturan değerlerin müsaderesine hükmedilir .;TÜRK CEZA KANUNU
madde kapsamına giren eşyanın müsadere edilebilmesi için , eşyayı sonradan iktisap eden kişinin 22/11/2001 tarihli ve 4721 sayılı Türk Medeni Kanununun iyiniyetin korunmasına ilişkin hükümlerinden yararlanamıyor olması gerekir .;TÜRK CEZA KANUNU
özgü güvenlik tedbirlerinin neler olduğu ve ne suretle uygulanacakları ilgili kanunda gösterilir .;TÜRK CEZA KANUNU
işlediği sırada akıl hastası olan kişi hakkında , koruma ve tedavi amaçlı olarak güvenlik tedbirine hükmedilir .;TÜRK CEZA KANUNU
güvenlik tedbirine hükmedilen akıl hastaları , yüksek güvenlikli sağlık kurumlarında koruma ve tedavi altına alınırlar .;TÜRK CEZA KANUNU
güvenlik tedbirine hükmedilmiş olan akıl hastası , yerleştirildiği kurumun sağlık kurulunca düzenlenen raporda toplum açısından tehlikeliliğinin ortadan kalktığının veya önemli ölçüde azaldığının belirtilmesi üzerine mahkeme veya hakim kararıyla serbest bırakılabilir .;TÜRK CEZA KANUNU
kurulu raporunda , akıl hastalığının ve işlenen fiilin niteliğine göre , güvenlik bakımından kişinin tıbbi kontrol ve takibinin gerekip gerekmediği , gerekiyor ise , bunun süre ve aralıkları belirtilir .;TÜRK CEZA KANUNU
kontrol ve takip , raporda gösterilen süre ve aralıklarla , Cumhuriyet savcılığınca bu kişilerin teknik donanımı ve yetkili uzmanı olan sağlık kuruluşuna gönderilmeleri ile sağlanır .;TÜRK CEZA KANUNU
kontrol ve takipte , kişinin akıl hastalığı itibarıyla toplum açısından tehlikeliliğinin arttığı anlaşıldığında , hazırlanan rapora dayanılarak , yeniden koruma ve tedavi amaçlı olarak güvenlik tedbirine hükmedilir .;TÜRK CEZA KANUNU
durumda , bir ve devamı fıkralarda belirlenen işlemler tekrarlanır .;TÜRK CEZA KANUNU
fiille ilgili olarak hastalığı yüzünden davranışlarını yönlendirme yeteneği azalmış olan kişi hakkında birinci ve ikinci fıkra hükümlerine göre yerleştirildiği yüksek güvenlikli sağlık kuruluşunda düzenlenen kurul raporu üzerine , mahkûm olduğu hapis cezası , süresi aynı kalmak koşuluyla , kısmen veya tamamen , mahkeme kararıyla akıl hastalarına özgü güvenlik tedbiri olarak da uygulanabilir .;TÜRK CEZA KANUNU
işleyen alkol ya da uyuşturucu veya uyarıcı madde bağımlısı kişilerin , güvenlik tedbiri olarak , alkol ya da uyuşturucu veya uyarıcı madde bağımlılarına özgü sağlık kuruluşunda tedavi altına alınmasına karar verilir .;TÜRK CEZA KANUNU
kişilerin tedavisi , alkol ya da uyuşturucu veya uyarıcı madde bağımlılığından kurtulmalarına kadar devam eder .;TÜRK CEZA KANUNU
kişiler , yerleştirildiği kurumun sağlık kurulunca bu yönde düzenlenecek rapor üzerine mahkeme veya hakim kararıyla serbest bırakılabilir .;TÜRK CEZA KANUNU
işlenen suçtan dolayı verilen hüküm kesinleştikten sonra yeni bir suçun işlenmesi halinde , tekerrür hükümleri uygulanır .;TÜRK CEZA KANUNU
için cezanın infaz edilmiş olması gerekmez .;TÜRK CEZA KANUNU
"hükümleri , önceden işlenen suçtan dolayı ; Beş yıldan fazla süreyle hapis cezasına mahkûmiyet halinde , bu cezanın infaz edildiği tarihten itibaren beş yıl , Beş yıl veya daha az süreli hapis ya da adli para cezasına mahkûmiyet halinde , bu cezanın infaz edildiği tarihten itibaren üç yıl , Geçtikten sonra işlenen suçlar dolayısıyla uygulanmaz .";TÜRK CEZA KANUNU
halinde , sonraki suça ilişkin kanun maddesinde seçimlik olarak hapis cezası ile adli para cezası öngörülmüşse , hapis cezasına hükmolunur .;TÜRK CEZA KANUNU
suçlarla taksirli suçlar ve sırf askeri suçlarla diğer suçlar arasında tekerrür hükümleri uygulanmaz .;TÜRK CEZA KANUNU
"öldürme , kasten yaralama , yağma , dolandırıcılık , uyuşturucu veya uyarıcı madde imal ve ticareti ile parada veya kıymetli damgada sahtecilik suçları hariç olmak üzere ; yabancı ülke mahkemelerinden verilen hükümler tekerrüre esas olmaz .";TÜRK CEZA KANUNU
işlediği sırada onsekiz yaşını doldurmamış olan kişilerin işlediği suçlar dolayısıyla tekerrür hükümleri uygulanmaz .;TÜRK CEZA KANUNU
halinde hükmolunan ceza , mükerrirlere özgü infaz rejimine göre çektirilir .;TÜRK CEZA KANUNU
mükerrir hakkında cezanın infazından sonra denetimli serbestlik tedbiri uygulanır .;TÜRK CEZA KANUNU
kararında , hükümlü hakkında mükerrirlere özgü infaz rejiminin ve cezanın infazından sonra denetimli serbestlik tedbirinin uygulanacağı belirtilir .;TÜRK CEZA KANUNU
mahkûm olduğu cezanın infazı ile denetimli serbestlik tedbirinin uygulanması , kanunda gösterilen şekilde yapılır .;TÜRK CEZA KANUNU
özgü infaz rejiminin ve cezanın infazından sonra denetimli serbestlik tedbirinin , itiyadi suçlu , suçu meslek edinen kişi veya örgüt mensubu suçlu hakkında da uygulanmasına hükmedilir .;TÜRK CEZA KANUNU
suç nedeniyle hapis cezasına mahkûm edilen yabancı , koşullu salıverilmeden yararlandıktan ve her halde cezasının infazı tamamlandıktan sonra , durumu , sınır dışı işlemleriyle ilgili olarak değerlendirilmek üzere derhal İçişleri Bakanlığına bildirilir .;TÜRK CEZA KANUNU
kamu kurumunun verdiği izne dayalı olarak faaliyette bulunan özel hukuk tüzel kişisinin organ veya temsilcilerinin iştirakiyle ve bu iznin verdiği yetkinin kötüye kullanılması suretiyle tüzel kişi yararına işlenen kasıtlı suçlardan mahkûmiyet halinde , iznin iptaline karar verilir .;TÜRK CEZA KANUNU
hükümleri , yararına işlenen suçlarda özel hukuk tüzel kişileri hakkında da uygulanır .;TÜRK CEZA KANUNU
fıkralar hükümlerinin uygulanmasının işlenen fiile nazaran daha ağır sonuçlar ortaya çıkarabileceği durumlarda , hakim bu tedbirlere hükmetmeyebilir .;TÜRK CEZA KANUNU
madde hükümleri kanunun ayrıca belirttiği hallerde uygulanır .;TÜRK CEZA KANUNU
"somut olayda ; Suçun işleniş biçimini , Suçun işlenmesinde kullanılan araçları , Suçun işlendiği zaman ve yeri , Suçun konusunun önem ve değerini , Meydana gelen zarar veya tehlikenin ağırlığını , Failin kast veya taksire dayalı kusurunun ağırlığını , Failin güttüğü amaç ve saiki , Göz önünde bulundurarak , işlenen suçun kanuni tanımında öngörülen cezanın alt ve üst sınırı arasında temel cezayı belirler .";TÜRK CEZA KANUNU
olası kastla ya da bilinçli taksirle işlenmesi nedeniyle indirim veya artırım , birinci fıkra hükmüne göre belirlenen ceza üzerinden yapılır .;TÜRK CEZA KANUNU
fıkrada belirtilen hususların suçun unsurunu oluşturduğu hallerde , bunlar temel cezanın belirlenmesinde ayrıca göz önünde bulundurulmaz .;TÜRK CEZA KANUNU
"suçun temel şekline nazaran daha ağır veya daha az cezayı gerektiren birden fazla nitelikli hallerin gerçekleşmesi durumunda ; temel cezada önce artırma sonra indirme yapılır .";TÜRK CEZA KANUNU
